"itemcode";"itemname";"position";"building";"location";"detail_location";"detail_counted";"counted_by";"onhand";"counted";"colisage_vente";"colisage_achat";"codebars";"pcb_pal";"pu_ht"
"626080";"PORTE-GOBELETS POUR 4 GOB. x 75";2;"sis2";"17a_4";4;;;73;-1;1;4;"8420499192239";1;13.99
"999997";"LIVRAISON";3;"sis2";"17a_4";5;;;0;-1;1;1;;1;0
"626074";"PORTE-GOBELETS POUR 2 GOB. x 100";4;"sis2";"17a_4";7;;;159;-1;1;6;"8420499192222";20;10.79
"999997";"LIVRAISON";0;"sis2";"17b_4";1;;;0;-1;1;1;;1;0
"722130";"PAILLE COULEUR FLEXIBLE NON EMBALLEE (x200/pqt)";1;"sis2";"17b_4";2;;;2410;-1;1;50;"722130";1;1.56
"999997";"LIVRAISON";2;"sis2";"17b_4";4;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";3;"sis2";"17b_4";5;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";0;"sis2";"18a_4";1;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";1;"sis2";"18a_4";2;;;0;-1;1;1;;1;0
"522014";"L'ARBRE VERT LIQUIDE VAISSELLE 75 CL";2;"sis2";"18a_4";3;;;379;-1;1;3;"3450601026478";8;4.59
"523473";"CREME LAVE MAIN ECO.  5 L SENET";3;"sis2";"18a_4";5;;;39;-1;1;4;"3700143601283";1;6.99
"999997";"LIVRAISON";4;"sis2";"18a_4";6;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";5;"sis2";"18a_4";7;;;0;-1;1;1;;1;0
"628176";"COUTEAU BIODEGRADABLE 16.5CM X 50 FP";0;"sis2";"13b_3";1;;;652;-1;1;20;"3700466027999";1;2.75
"628173";"SAC REGROUPEMENT KRAFT BRUN 17+6X26CM - REF.KRSI1000 x 1000";1;"sis2";"13b_3";3;;;41;-1;1;1;"3434030009165";1;13.59
"999997";"LIVRAISON";2;"sis2";"13b_3";4;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";3;"sis2";"13b_3";5;;;0;-1;1;1;;1;0
"629103";"BOITE KRAFT + FENETRE ANTI-BUEE 1000ML x50";4;"sis2";"13b_3";6;;;155;-1;1;4;"8420499224466";24;19.99
"999997";"LIVRAISON";0;"sis2";"14a_3";1;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";1;"sis2";"14a_3";2;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";2;"sis2";"14a_3";3;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";3;"sis2";"14a_3";4;;;0;-1;1;1;;1;0
"629010";"COUVERCLE GOBELET (GT 08) 25CL x 100";4;"sis2";"14a_3";5;;;152;-1;1;10;"3434030006164";1;4.15
"629013";"POT CHICKEN BUCKET 130OZ PPT + COUVERCLE X 30";5;"sis2";"14a_3";6;;;20;-1;1;4;"3700466032931";1;28.99
"629140";"SAC SANDWICH ALIZE JAUNE 100+40X260 X1000 (VENDU PAR LOT DE 2)";6;"sis2";"14a_3";7;;;156;-1;2;2;"3760059542483";1;12.95
"999997";"LIVRAISON";0;"sis2";"14b_3";1;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";1;"sis2";"14b_3";2;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";2;"sis2";"14b_3";3;;;0;-1;1;1;;1;0
"629114";"BOITE AMERICAINE MICRO OND. KRAFT 780 ML X 50 GDP";3;"sis2";"14b_3";4;;;486;-1;1;9;"8420499221175";1;9.15
"999997";"LIVRAISON";4;"sis2";"14b_3";5;;;0;-1;1;1;;1;0
"623066";"BOL SALADE A FOND NOIR ALVEOLE + COUVERCLE 1050ML X 50";5;"sis2";"14b_3";6;;;210;-1;1;8;"6949034410505";18;13.95
"623066";"BOL SALADE A FOND NOIR ALVEOLE + COUVERCLE 1050ML X 50";6;"sis2";"14b_3";7;;;210;-1;1;8;"6949034410505";18;13.95
"625028";"BOL SAUCE PLISSE BLANC INGRAIS. 100ML X 250";0;"sis2";"15a_3";1;;;140;-1;1;20;"020648325228";1;7.85
"625027";"BOL SAUCE PLISSE BLANC INGRAIS. 120ML X 250";1;"sis2";"15a_3";2;;;203;-1;1;20;"8420499126791";1;7.99
"625052";"BOL SAUCE BAGASSE 55 ML X 50";2;"sis2";"15a_3";3;;;307;-1;1;40;"3434030020313";1;1.93
"625047";"BOL SALADE ROND BAGASSE ""BIONIC"" 500ML x 50";3;"sis2";"15a_3";4;;;261;-1;1;10;"8420499211756";1;6.89
"999997";"LIVRAISON";4;"sis2";"15a_3";5;;;0;-1;1;1;;1;0
"625042";"BOL ROND BAGASSE 460 ML X 50";5;"sis2";"15a_3";6;;;160;-1;1;20;"3434030020375";1;4.09
"623090";"SERVIETTE 38X38 DBLE POINT CHOCOLAT x50";0;"sis2";"15b_3";1;;;213;-1;1;24;"3353890080995";1;1.83
"999997";"LIVRAISON";1;"sis2";"15b_3";2;;;0;-1;1;1;;1;0
"623054";"SERVIETTE 38X38 DBLE POINT BLANC x50";2;"sis2";"15b_3";4;;;179;-1;1;24;"3353890080964";1;1.89
"623037";"SERVIETTES ECOLABEL 39X39CM DBLE POINT X 50 CHOCOLAT GDP";3;"sis2";"15b_3";5;;;289;-1;1;24;"8420499133843";1;1.79
"623038";"SERVIETTES ECOLABEL 39X39CM DBLE POINT X 50 HAVANE GDP";4;"sis2";"15b_3";6;;;438;-1;1;24;"8420499166643";1;1.79
"999997";"LIVRAISON";5;"sis2";"15b_3";7;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";0;"sis2";"16a_3";1;;;0;-1;1;1;;1;0
"621043";"GOBELET CAFE BIO 10CL X 120";1;"sis2";"16a_3";2;;;172;-1;1;25;"621043";1;6.45
"722206";"AGITATEUR BOIS 110X5X1MM X 1000";2;"sis2";"16a_3";3;;;149;-1;1;10;"3700466017440";1;3.39
"621067";"GOBELET CARTON INSTANT DOUCEUR /HOT OR FRESH 25CL x 50 GSPD8";3;"sis2";"16a_3";4;;;209;-1;1;20;"3434030017917";1;1.85
"622020";"GOBELET CARTON INSTANT DOUCEUR / HOT OR FRESH 30CL x 50 GSPD10";4;"sis2";"16a_3";5;;;227;-1;1;20;"3434030017924";1;2.15
"625243";"GOBELET CARTON INSTANT DOUCEUR 18CL x 50 GSPD6";5;"sis2";"16a_3";6;;;552;-1;1;20;"3434030027480";1;1.65
"622010";"GOBELET CARTON INSTANT DOUCEUR 10CL x 50 GSPD4";6;"sis2";"16a_3";7;;;1190;-1;1;20;"3434030017962";1;1.15
"722146";"AGITATEUR BOIS 14 CM X 500";0;"sis2";"17a_3";2;;;467;-1;1;10;"3434030020702";1;2.69
"628159";"SAC KRAFT AVEC POIGNEES 32+14X44CM x 250";1;"sis2";"17a_3";3;;;45;-1;1;1;"3434030010819";24;45.39
"621019";"PAILLE NOIRE x 250 FLEXIBLE EMBALLEE IND.";2;"sis2";"17a_3";4;;;9;-1;1;40;"621019";1;1.95
"625218";"GOBELET CARTON 12OZ - 360ML ""PAROLE"" X 100 GDP";3;"sis2";"17a_3";5;;;433;-1;1;20;"8420499229072";1;5.55
"999997";"LIVRAISON";4;"sis2";"17a_3";6;;;0;-1;1;1;;1;0
"621038";"GOBELET BAMBOU 6OZ / 18 CL x 50";5;"sis2";"17a_3";7;;;1202;-1;1;20;"3434030024663";1;1.85
"999997";"LIVRAISON";0;"sis2";"17b_3";1;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";1;"sis2";"17b_3";2;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";2;"sis2";"17b_3";3;;;0;-1;1;1;;1;0
"626095";"GANT LATEX NON POUDRE DOULUX X 100 (Taille M)";3;"sis2";"17b_3";4;;;139;-1;1;10;"3261940206205";1;10.35
"999997";"LIVRAISON";4;"sis2";"17b_3";5;;;0;-1;1;1;;1;0
"626111";"GANT LATEX NON POUDRE DOULUX X 100 (Taille L)";5;"sis2";"17b_3";6;;;129;-1;1;10;"3261940206212";1;10.35
"626085";"GANT VINYLE NON POUDRE DOULUX x100  (Taille M)";6;"sis2";"17b_3";7;;;151;-1;1;10;"3261940206243";1;8.99
"999997";"LIVRAISON";0;"sis2";"18a_3";2;;;0;-1;1;1;;1;0
"522015";"VANISH OXI ACTION (2,4 KG)";1;"sis2";"18a_3";3;;;119;-1;1;1;"3059942033642";119;24.99
"999997";"LIVRAISON";2;"sis2";"18a_3";5;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";3;"sis2";"18a_3";6;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";4;"sis2";"18a_3";7;;;0;-1;1;1;;1;0
"723182";"SAC POUBELLE 110L X 20 ECO AVEC LIENS GEN CODE: 220+896";0;"sis2";"18b_3";1;;;148;-1;1;10;"3434030000896";1;2.9
"999997";"LIVRAISON";1;"sis2";"18b_3";2;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";2;"sis2";"18b_3";3;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";3;"sis2";"18b_3";4;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";4;"sis2";"18b_3";5;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";0;"sis2";"12a_3";1;;;0;-1;1;1;;1;0
"629184";"BARQUETTE CARTON 960 GR ""PAROLE""  X 200 GDP";1;"sis2";"12a_3";2;;;75;-1;1;4;"8420499229720";1;10.69
"629183";"BARQUETTE CARTON 480 GR ""PAROLE"" X 200 GDP";2;"sis2";"12a_3";3;;;303;-1;1;6;"8420499229713";1;9.09
"629181";"BARQUETTE CARTON. KRAFT 10x6x5CM - 480 GR X 200 GDP";3;"sis2";"12a_3";4;;;259;-1;1;6;"8420499221076";1;9.09
"626187";"CORNET FRITE 190 GR ""PAROLE"" x 200 GDP";4;"sis2";"12a_3";5;;;84;-1;1;5;"8420499229560";1;14.09
"626183";"CORNET FRITE KRAFT BRUN 135 GR x 200 GDP";5;"sis2";"12a_3";6;;;165;-1;1;6;"8420499221045";30;7.99
"626184";"CORNET FRITE KRAFT BRUN 165 GR x 200 GDP";6;"sis2";"12a_3";7;;;175;-1;1;6;"8420499221052";1;10.25
"999997";"LIVRAISON";0;"sis2";"3a_3";1;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";1;"sis2";"3a_3";3;;;0;-1;1;1;;1;0
"621159";"POT DESSERT CARTON ""PAROLE"" 160ML X 50";2;"sis2";"3a_3";4;;;846;-1;1;40;"8420499230320";1;2.45
"621158";"POT DESSERT CARTON ""PAROLE"" 180ML X 50";3;"sis2";"3a_3";5;;;463;-1;1;40;"8420499230290";1;2.7
"621158";"POT DESSERT CARTON ""PAROLE"" 180ML X 50";4;"sis2";"3a_3";6;;;463;-1;1;40;"8420499230290";1;2.7
"999997";"LIVRAISON";0;"sis2";"4a_3";1;;;0;-1;1;1;;1;0
"623047";"POT DESSERT A FOND PLAT. 300ML X 50";1;"sis2";"4a_3";3;;;293;-1;1;40;"623047";1;3.95
"621159";"POT DESSERT CARTON ""PAROLE"" 160ML X 50";2;"sis2";"4a_3";4;;;846;-1;1;40;"8420499230320";1;2.45
"621159";"POT DESSERT CARTON ""PAROLE"" 160ML X 50";3;"sis2";"4a_3";5;;;846;-1;1;40;"8420499230320";1;2.45
"999997";"LIVRAISON";4;"sis2";"4a_3";6;;;0;-1;1;1;;1;0
"621149";"POT DESSERT CARTON ""NATURAL"" 160ML X 50";5;"sis2";"4a_3";7;;;367;-1;1;40;"8420499222905";1;2.45
"621150";"POT DESSERT CARTON ""NATURAL"" 180ML X 50";6;"sis2";"4a_3";8;;;272;-1;1;40;"8420499222912";1;2.7
"629006";"COUVERCLE NOIR POUR GOBELET CAFE  18CL x 100";7;"sis2";"4a_3";10;;;1198;-1;1;32;"629006";1;1.95
"629006";"COUVERCLE NOIR POUR GOBELET CAFE  18CL x 100";8;"sis2";"4a_3";11;;;1198;-1;1;32;"629006";1;1.95
"629006";"COUVERCLE NOIR POUR GOBELET CAFE  18CL x 100";9;"sis2";"4a_3";12;;;1198;-1;1;32;"629006";1;1.95
"629007";"COUVERCLE NOIR POUR GOBELET CAFE  10CL x 100";10;"sis2";"4a_3";13;;;1240;-1;1;20;"629007";1;1.82
"629007";"COUVERCLE NOIR POUR GOBELET CAFE  10CL x 100";11;"sis2";"4a_3";14;;;1240;-1;1;20;"629007";1;1.82
"625228";"GOBELET CARTON BLANC BOISSON CHAUDE 360ML X 50";0;"sis2";"4b_3";1;;;644;-1;1;20;"8420499228976";1;2.69
"621156";"POT DESSERT CARTON NOIR 240ML X 50";1;"sis2";"4b_3";6;;;179;-1;1;40;"8420499226569";1;2.99
"999997";"LIVRAISON";2;"sis2";"4b_3";7;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";3;"sis2";"4b_3";8;;;0;-1;1;1;;1;0
"621154";"POT DESSERT CARTON NOIR 160ML X 50";4;"sis2";"4b_3";9;;;266;-1;1;40;"8420499226545";1;2.45
"621155";"POT DESSERT CARTON NOIR 180ML X 50";5;"sis2";"4b_3";10;;;678;-1;1;40;"8420499226552";1;2.7
"621155";"POT DESSERT CARTON NOIR 180ML X 50";6;"sis2";"4b_3";11;;;678;-1;1;40;"8420499226552";1;2.7
"621155";"POT DESSERT CARTON NOIR 180ML X 50";7;"sis2";"4b_3";12;;;678;-1;1;40;"8420499226552";1;2.7
"621160";"POT DESSERT CARTON ""PAROLE"" 240ML X 50";8;"sis2";"4b_3";13;;;346;-1;1;40;"8420499230337";1;2.99
"621160";"POT DESSERT CARTON ""PAROLE"" 240ML X 50";9;"sis2";"4b_3";14;;;346;-1;1;40;"8420499230337";1;2.99
"625228";"GOBELET CARTON BLANC BOISSON CHAUDE 360ML X 50";0;"sis2";"5a_3";1;;;644;-1;1;20;"8420499228976";1;2.69
"629083";"BOITE HAMBURGER KRAFT TRIPLE 15.5X14.5X9.5cm X50";1;"sis2";"5a_3";3;;;168;-1;1;12;"8420499098517";16;9.99
"999997";"LIVRAISON";2;"sis2";"5a_3";4;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";3;"sis2";"5a_3";5;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";4;"sis2";"5a_3";7;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";5;"sis2";"5a_3";11;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";6;"sis2";"5a_3";12;;;0;-1;1;1;;1;0
"623031";"CUILLERE A SOUPE BOIS 165MM X 100";0;"Sis2";"12a_1";1;;;294;-1;1;10;"3434030024878";1;3.99
"999997";"LIVRAISON";1;"Sis2";"12a_1";2;;;0;-1;1;1;;1;0
"623063";"COUTEAU BOIS 165MM X 100 FP";2;"Sis2";"12a_1";3;;;509;-1;1;20;"3760059549925";1;3.69
"999997";"LIVRAISON";3;"Sis2";"12a_1";4;;;0;-1;1;1;;1;0
"624193";"EMBALLAGES POUR BURGERS ""NATUREL"" 28x34CM x 1000";4;"Sis2";"12a_1";5;;;25;-1;1;4;"8420499230788";1;14.99
"999997";"LIVRAISON";5;"Sis2";"12a_1";6;;;0;-1;1;1;;1;0
"629160";"BARQUETTE CARTON 1440 GR ""PAROLE""  X 100 GDP";6;"Sis2";"12a_1";7;;;40;-1;1;1;"8420499229744";1;7.39
"154043";"THYM ENTIER POT 210 GR ESPIG";0;"Sis2";"20a_3";1;;;194;-1;1;6;"3102870065817";1;4.99
"153068";"POIVRE NOIR ENTIER POT 450GR ESPIG";0;"Sis2";"20a_2";1;;;79;-1;1;6;"3102870065770";1;6.59
"153044";"POIVRE NOIR MOULU POT 510GR ESPIG";1;"Sis2";"20a_2";1;;;117;-1;1;6;"3102870065787";1;7.99
"154039";"HERBE DE PROVENCE POT 230 GR ESPIG";2;"Sis2";"20a_2";2;;;284;-1;1;6;"3102870065657";1;4.15
"154042";"PERSIL ENTIER POT 90GR ESPIG";3;"Sis2";"20a_2";4;;;181;-1;1;6;"3102870065718";1;4.39
"154041";"ORIGAN EXTRA ENT. POT 100 GR ESPIG";4;"Sis2";"20a_2";4;;;117;-1;1;6;"3102870065695";1;4.39
"626091";"BARQUETTE COUV. ATTENANT PET 2 COMPARTIMENTS X 25";5;"Sis2";"20a_2";5;;;98;-1;1;12;"3244690179555";1;8.25
"154021";"CURRY MADRAS POT 200 GR ESPIG";6;"Sis2";"20a_2";7;;;361;-1;1;6;"3102870043792";1;3.19
"153028";"RAZ EL HANOUT JAUNE POT 200 GR ESPIG";7;"Sis2";"20a_2";7;;;203;-1;1;6;"3102870054002";1;3.49
"999997";"LIVRAISON";8;"Sis2";"20a_2";11;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";9;"Sis2";"20a_2";12;;;0;-1;1;1;;1;0
"154031";"AIL SEMOULE POT 540 GR ESPIG";0;"Sis2";"20a_1";1;;;134;-1;1;6;"3102870065510";1;7.75
"153015";"CUMIN MOULU POT 410 GR ESPIG";1;"Sis2";"20a_1";1;;;206;-1;1;6;"3102870065596";1;5.99
"154033";"BASILIC ENTIER POT 150 GR ESPIG";2;"Sis2";"20a_1";2;;;97;-1;1;6;"3102870065534";1;4.15
"154022";"EPICES BARBECUE POT 220 GR ESPIG";3;"Sis2";"20a_1";2;;;346;-1;1;6;"3102870043952";1;7.39
"153088";"PAPRIKA MOULU POT 480 GR ESPIG";4;"Sis2";"20a_1";4;;;284;-1;1;6;"3102870065701";1;7.99
"154036";"CURCUMA MOULU POT 470 GR ESPIG";5;"Sis2";"20a_1";5;;;110;-1;1;6;"3102870065602";1;5.99
"154034";"CANNELLE MOULUE POT 350 GR ESPIG";6;"Sis2";"20a_1";5;;;90;-1;1;6;"3102870065558";1;6.35
"154030";"MELANGE ESPAGNOL POT 290 GR ESPIG";7;"Sis2";"20a_1";7;;;100;-1;1;6;"3102870043754";1;6.29
"154027";"EPICES TANDOORI POT 250 GR ESPIG";8;"Sis2";"20a_1";7;;;159;-1;1;6;"3102870043853";1;5.59
"429057";"BIERE ASAHI VP 33 CL - 5°2 JP";9;"Sis2";"20a_1";10;;;528;-1;24;24;"8008440149220";1;1.89
"999997";"LIVRAISON";10;"Sis2";"20a_1";11;;;0;-1;1;1;;1;0
"429016";"LEFFE RUBY VP 25CL x 6";11;"Sis2";"20a_1";17;;;0;-1;24;24;"5410228230441";1;1.35
"999997";"LIVRAISON";0;"Sis2";"21a_3";1;;;0;-1;1;1;;1;0
"621067";"GOBELET CARTON INSTANT DOUCEUR /HOT OR FRESH 25CL x 50 GSPD8";1;"Sis2";"21a_3";5;;;209;-1;1;20;"3434030017917";1;1.85
"999997";"LIVRAISON";2;"Sis2";"21a_3";6;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";0;"Sis2";"21b_3";1;;;0;-1;1;1;;1;0
"629083";"BOITE HAMBURGER KRAFT TRIPLE 15.5X14.5X9.5cm X50";1;"Sis2";"21b_3";2;;;168;-1;1;12;"8420499098517";16;9.99
"999997";"LIVRAISON";2;"Sis2";"21b_3";3;;;0;-1;1;1;;1;0
"629153";"BOITE SALADE KRAFT ""GOOD"" 1000 ML X 50";3;"Sis2";"21b_3";4;;;218;-1;1;6;"3434030022447";1;8.29
"999997";"LIVRAISON";4;"Sis2";"21b_3";5;;;0;-1;1;1;;1;0
"625048";"BOL SALADE ROND BAGASSE ""BIONIC"" 750ML x 50";5;"Sis2";"21b_3";6;;;472;-1;1;10;"8420499211763";1;8.49
"629024";"BOL SALADE FOND NOIR + COUV. X 25 800ML";6;"Sis2";"21b_3";7;;;3201;-1;1;16;"6949034490026";1;7.49
"626061";"BOL ROND CARTON BLANC FROID/CHAUD 750ML X 50";7;"Sis2";"21b_3";9;;;156;-1;1;6;"8420499226330";1;9.99
"518140";"MASQUE MEDICAL JETABLE 3 PLIS  (5 X 10)";8;"Sis2";"21b_3";11;;;13080.12;-1;1;50;"6973175530013";1;26.51
"518140";"MASQUE MEDICAL JETABLE 3 PLIS  (5 X 10)";9;"Sis2";"21b_3";12;;;13080.12;-1;1;50;"6973175530013";1;26.51
"518140";"MASQUE MEDICAL JETABLE 3 PLIS  (5 X 10)";10;"Sis2";"21b_3";13;;;13080.12;-1;1;50;"6973175530013";1;26.51
"518140";"MASQUE MEDICAL JETABLE 3 PLIS  (5 X 10)";11;"Sis2";"21b_3";14;;;13080.12;-1;1;50;"6973175530013";1;26.51
"518140";"MASQUE MEDICAL JETABLE 3 PLIS  (5 X 10)";12;"Sis2";"21b_3";15;;;13080.12;-1;1;50;"6973175530013";1;26.51
"999997";"LIVRAISON";0;"Sis2";"21b_2";1;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";1;"Sis2";"21b_2";2;;;0;-1;1;1;;1;0
"441027";"ARIZONA THE VERT & MIEL CAN. 33 CL X 12";0;"Sis2";"21b_1";3;;;1519;-1;12;12;"0613008743543";150;0.99
"113141";"HUILE PIMENTEE EXTRA FORTE COLONA DOSETTE 3 ML X 200";1;"Sis2";"21b_1";6;;;38;-1;1;4;"5410803850286";1;7.75
"024174";"CEREALE QUAKER OATS 60X27GR (1,62 KG)";2;"Sis2";"21b_1";6;;;0;-1;1;1;"5000108244196";1;14.59
"141021";"HUILE DE RIZ ""RIZI"" 5L (PRIX AU BIDON)";3;"Sis2";"21b_1";8;;;1505;-1;1;4;"8850345950445";36;15.5
"999997";"LIVRAISON";4;"Sis2";"21b_1";8;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";5;"Sis2";"21b_1";8;;;0;-1;1;1;;1;0
"442128";"COCA COLA 24X50CL PET";6;"Sis2";"21b_1";9;;;16485;-1;24;24;"54491472";54;0.93
"442127";"COCA COLA LIGHT 12X50CL PET";7;"Sis2";"21b_1";11;;;0;-1;12;12;"54492387";1;0.91
"442127";"COCA COLA LIGHT 12X50CL PET";8;"Sis2";"21b_1";12;;;0;-1;12;12;"54492387";1;0.91
"442127";"COCA COLA LIGHT 12X50CL PET";9;"Sis2";"21b_1";13;;;0;-1;12;12;"54492387";1;0.91
"429074";"DODO 24 X 33 CL 5°";10;"Sis2";"21b_1";14;;;7580;-1;24;24;"3278720001080";63;0.77
"999997";"LIVRAISON";11;"Sis2";"21a_1";1;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";12;"Sis2";"21a_1";3;;;0;-1;1;1;;1;0
"626107";"COUVERCLE PLAT SUSHI 190X134X30 T3 X50";13;"Sis2";"21a_1";4;;;25;-1;1;9;"3700466003702";1;9.62
"723065";"PLAT SUSHI NOIR 171x91x20 T1 X50";14;"Sis2";"21a_1";4;;;18;-1;1;24;"723065";1;4.565
"723066";"PLAT SUSHI NOIR 185X129X20 T3 X50";15;"Sis2";"21a_1";4;;;80;-1;1;9;"723066";1;8.96
"625053";"LUNCHBOX BAGASSE 1 COMPART. X 50";16;"Sis2";"21a_1";5;;;16;-1;1;4;"3434030020450";1;13.09
"629152";"BOITE SALADE KRAFT ""GOOD"" 750 ML X 50";17;"Sis2";"21a_1";5;;;133;-1;1;6;"3434030022430";1;8.35
"522140";"FRITEUSE SEMI PROFESSIONNELLE BRANDT";18;"Sis2";"21a_1";6;;;127;-1;1;1;"3660767969551";1;37.19
"413079";"DIEGO 2 L X 4 POMME VANILLE";19;"Sis2";"21a_1";7;;;12;-1;4;4;"3297565861628";1;2.95
"999997";"LIVRAISON";20;"Sis2";"21a_1";7;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";21;"Sis2";"21a_1";7;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";11;"Sis2";"21a_1";1;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";12;"Sis2";"21a_1";3;;;0;-1;1;1;;1;0
"626107";"COUVERCLE PLAT SUSHI 190X134X30 T3 X50";13;"Sis2";"21a_1";4;;;25;-1;1;9;"3700466003702";1;9.62
"723065";"PLAT SUSHI NOIR 171x91x20 T1 X50";14;"Sis2";"21a_1";4;;;18;-1;1;24;"723065";1;4.565
"723066";"PLAT SUSHI NOIR 185X129X20 T3 X50";15;"Sis2";"21a_1";4;;;80;-1;1;9;"723066";1;8.96
"625053";"LUNCHBOX BAGASSE 1 COMPART. X 50";16;"Sis2";"21a_1";5;;;16;-1;1;4;"3434030020450";1;13.09
"629152";"BOITE SALADE KRAFT ""GOOD"" 750 ML X 50";17;"Sis2";"21a_1";5;;;133;-1;1;6;"3434030022430";1;8.35
"522140";"FRITEUSE SEMI PROFESSIONNELLE BRANDT";18;"Sis2";"21a_1";6;;;127;-1;1;1;"3660767969551";1;37.19
"413079";"DIEGO 2 L X 4 POMME VANILLE";19;"Sis2";"21a_1";7;;;12;-1;4;4;"3297565861628";1;2.95
"999997";"LIVRAISON";20;"Sis2";"21a_1";7;;;0;-1;1;1;;1;0
"999997";"LIVRAISON";21;"Sis2";"21a_1";7;;;0;-1;1;1;;1;0
